year,id_,sex,rincome,ballot,rheight
2022,1418,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1419,FEMALE,.i:  Inapplicable,Ballot c,67
2022,1420,MALE,.i:  Inapplicable,Ballot c,68
2022,1421,FEMALE,$1000 TO 2999,Ballot c,69
2022,1422,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1423,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1424,MALE,$20000 - 24999,Ballot b,-100
2022,1425,FEMALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1426,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1427,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1428,MALE,$25000 OR MORE,Ballot b,-100
2022,1429,FEMALE,.i:  Inapplicable,Ballot c,63
2022,1430,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1431,MALE,$25000 OR MORE,Ballot a,-100
2022,1432,MALE,$25000 OR MORE,Ballot c,66
2022,1433,FEMALE,.i:  Inapplicable,Ballot c,66
2022,1434,FEMALE,$25000 OR MORE,Ballot c,67
2022,1435,MALE,.i:  Inapplicable,Ballot b,-100
2022,1436,FEMALE,.i:  Inapplicable,Ballot c,63
2022,1437,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1438,MALE,$25000 OR MORE,Ballot b,-100
2022,1439,MALE,$25000 OR MORE,Ballot b,-100
2022,1440,MALE,.i:  Inapplicable,Ballot a,-100
2022,1441,MALE,$25000 OR MORE,Ballot b,-100
2022,1442,FEMALE,.i:  Inapplicable,Ballot c,66
2022,1443,MALE,$25000 OR MORE,Ballot c,69
2022,1444,MALE,$8000 TO 9999,Ballot a,-100
2022,1445,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1446,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1447,FEMALE,.i:  Inapplicable,Ballot c,60
2022,1448,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1449,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1450,MALE,$25000 OR MORE,Ballot b,-100
2022,1451,FEMALE,.i:  Inapplicable,Ballot c,65
2022,1452,MALE,.s:  Skipped on Web,Ballot a,-100
2022,1453,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1454,MALE,$25000 OR MORE,Ballot a,-100
2022,1455,MALE,.i:  Inapplicable,Ballot c,73
2022,1456,FEMALE,$20000 - 24999,Ballot b,-100
2022,1457,MALE,$8000 TO 9999,Ballot b,-100
2022,1458,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1459,MALE,$25000 OR MORE,Ballot a,-100
2022,1460,FEMALE,$20000 - 24999,Ballot a,-100
2022,1461,MALE,$10000 - 14999,Ballot c,70
2022,1462,FEMALE,$3000 TO 3999,Ballot b,-100
2022,1463,FEMALE,$20000 - 24999,Ballot c,61
2022,1464,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1465,MALE,$25000 OR MORE,Ballot c,70
2022,1466,MALE,.i:  Inapplicable,Ballot b,-100
2022,1467,MALE,$20000 - 24999,Ballot a,-100
2022,1468,MALE,$25000 OR MORE,Ballot c,70
2022,1469,MALE,$25000 OR MORE,Ballot a,-100
2022,1470,MALE,$25000 OR MORE,Ballot b,-100
2022,1471,MALE,.i:  Inapplicable,Ballot c,69
2022,1472,FEMALE,.i:  Inapplicable,Ballot c,62
2022,1473,MALE,$4000 TO 4999,Ballot a,-100
2022,1474,MALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1475,MALE,$25000 OR MORE,Ballot a,-100
2022,1476,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1477,MALE,$20000 - 24999,Ballot c,67
2022,1478,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1479,FEMALE,$20000 - 24999,Ballot b,-100
2022,1480,MALE,$25000 OR MORE,Ballot a,-100
2022,1481,MALE,$25000 OR MORE,Ballot b,-100
2022,1482,MALE,.d:  Do not Know/Cannot Choose,Ballot c,73
2022,1483,FEMALE,.i:  Inapplicable,Ballot c,60
2022,1484,FEMALE,$25000 OR MORE,Ballot c,66
2022,1485,MALE,.r:  Refused,Ballot a,-100
2022,1486,MALE,.i:  Inapplicable,Ballot a,-100
2022,1487,FEMALE,.s:  Skipped on Web,Ballot b,-100
2022,1488,MALE,.i:  Inapplicable,Ballot a,-100
2022,1489,FEMALE,$8000 TO 9999,Ballot c,62
2022,1490,MALE,.i:  Inapplicable,Ballot a,-100
2022,1491,FEMALE,.i:  Inapplicable,Ballot c,69
2022,1492,MALE,$8000 TO 9999,Ballot a,-100
2022,1493,MALE,$25000 OR MORE,Ballot c,70
2022,1494,MALE,$25000 OR MORE,Ballot c,67
2022,1495,FEMALE,.i:  Inapplicable,Ballot c,59
2022,1496,MALE,.i:  Inapplicable,Ballot b,-100
2022,1497,MALE,.i:  Inapplicable,Ballot c,71
2022,1498,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1499,MALE,$25000 OR MORE,Ballot b,-100
2022,1500,MALE,.i:  Inapplicable,Ballot b,-100
2022,1501,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1502,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1503,MALE,.i:  Inapplicable,Ballot b,-100
2022,1504,MALE,$25000 OR MORE,Ballot c,68
2022,1505,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1506,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1507,MALE,$25000 OR MORE,Ballot a,-100
2022,1508,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1509,FEMALE,$1000 TO 2999,Ballot b,-100
2022,1510,FEMALE,$25000 OR MORE,Ballot c,66
2022,1511,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1512,FEMALE,$6000 TO 6999,Ballot c,66
2022,1513,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1514,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1515,MALE,$20000 - 24999,Ballot c,70
2022,1516,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1517,MALE,.i:  Inapplicable,Ballot b,-100
2022,1518,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1519,FEMALE,.s:  Skipped on Web,Ballot b,-100
2022,1520,MALE,.i:  Inapplicable,Ballot b,-100
2022,1521,FEMALE,.i:  Inapplicable,Ballot c,60
2022,1522,FEMALE,$1000 TO 2999,Ballot b,-100
2022,1523,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1524,MALE,$25000 OR MORE,Ballot a,-100
2022,1525,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1526,MALE,$25000 OR MORE,Ballot a,-100
2022,1527,FEMALE,.d:  Do not Know/Cannot Choose,Ballot c,63
2022,1528,MALE,$25000 OR MORE,Ballot c,69
2022,1529,FEMALE,$25000 OR MORE,Ballot c,62
2022,1530,MALE,$20000 - 24999,Ballot b,-100
2022,1531,MALE,.i:  Inapplicable,Ballot c,67
2022,1532,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1533,FEMALE,$25000 OR MORE,Ballot c,63
2022,1534,MALE,$25000 OR MORE,Ballot c,64
2022,1535,MALE,$25000 OR MORE,Ballot a,-100
2022,1536,MALE,$15000 - 19999,Ballot b,-100
2022,1537,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1538,MALE,$25000 OR MORE,Ballot a,-100
2022,1539,MALE,$25000 OR MORE,Ballot c,69
2022,1540,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1541,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1542,FEMALE,$8000 TO 9999,Ballot b,-100
2022,1543,MALE,$25000 OR MORE,Ballot a,-100
2022,1544,MALE,$20000 - 24999,Ballot a,-100
2022,1545,FEMALE,$25000 OR MORE,Ballot c,61
2022,1546,FEMALE,$15000 - 19999,Ballot c,66
2022,1547,MALE,$25000 OR MORE,Ballot b,-100
2022,1548,MALE,$25000 OR MORE,Ballot c,67
2022,1549,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1550,FEMALE,$20000 - 24999,Ballot a,-100
2022,1551,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1552,FEMALE,$25000 OR MORE,Ballot c,61
2022,1553,MALE,$25000 OR MORE,Ballot c,65
2022,1554,MALE,$25000 OR MORE,Ballot b,-100
2022,1555,FEMALE,$25000 OR MORE,Ballot c,-99
2022,1556,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1557,MALE,.i:  Inapplicable,Ballot b,-100
2022,1558,FEMALE,$25000 OR MORE,Ballot c,69
2022,1559,MALE,$25000 OR MORE,Ballot b,-100
2022,1560,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1561,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1562,MALE,$25000 OR MORE,Ballot a,-100
2022,1563,MALE,$3000 TO 3999,Ballot b,-100
2022,1564,MALE,$25000 OR MORE,Ballot b,-100
2022,1565,MALE,.i:  Inapplicable,Ballot b,-100
2022,1566,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1567,FEMALE,$25000 OR MORE,Ballot c,59
2022,1568,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,1569,FEMALE,$25000 OR MORE,Ballot c,68
2022,1570,MALE,.i:  Inapplicable,Ballot b,-100
2022,1571,MALE,.d:  Do not Know/Cannot Choose,Ballot c,73
2022,1572,FEMALE,.i:  Inapplicable,Ballot c,60
2022,1573,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1574,MALE,.i:  Inapplicable,Ballot a,-100
2022,1575,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1576,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1577,MALE,.i:  Inapplicable,Ballot a,-100
2022,1578,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1579,MALE,$20000 - 24999,Ballot c,64
2022,1580,FEMALE,.i:  Inapplicable,Ballot c,67
2022,1581,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1582,MALE,$25000 OR MORE,Ballot a,-100
2022,1583,MALE,.i:  Inapplicable,Ballot a,-100
2022,1584,FEMALE,.r:  Refused,Ballot b,-100
2022,1585,FEMALE,.i:  Inapplicable,Ballot c,60
2022,1586,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1587,FEMALE,.i:  Inapplicable,Ballot c,63
2022,1588,MALE,$25000 OR MORE,Ballot c,-99
2022,1589,MALE,.i:  Inapplicable,Ballot a,-100
2022,1590,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1591,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1592,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,Ballot c,61
2022,1593,MALE,.i:  Inapplicable,Ballot a,-100
2022,1594,MALE,.i:  Inapplicable,Ballot b,-100
2022,1595,MALE,$25000 OR MORE,Ballot b,-100
2022,1596,FEMALE,$1000 TO 2999,Ballot a,-100
2022,1597,FEMALE,$25000 OR MORE,Ballot c,68
2022,1598,MALE,$25000 OR MORE,Ballot c,71
2022,1599,MALE,$25000 OR MORE,Ballot b,-100
2022,1600,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1601,MALE,.i:  Inapplicable,Ballot c,72
2022,1602,MALE,$20000 - 24999,Ballot b,-100
2022,1603,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,Ballot c,78
2022,1604,FEMALE,.i:  Inapplicable,Ballot c,63
2022,1605,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1606,FEMALE,$25000 OR MORE,Ballot c,64
2022,1607,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1608,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1609,MALE,$25000 OR MORE,Ballot b,-100
2022,1610,FEMALE,LT $1000,Ballot b,-100
2022,1611,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1612,MALE,$25000 OR MORE,Ballot b,-100
2022,1613,MALE,$25000 OR MORE,Ballot a,-100
2022,1614,MALE,$25000 OR MORE,Ballot c,68
2022,1615,MALE,.r:  Refused,Ballot c,80
2022,1616,MALE,$25000 OR MORE,Ballot a,-100
2022,1617,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1618,MALE,.r:  Refused,Ballot a,-100
2022,1619,MALE,$25000 OR MORE,Ballot b,-100
2022,1620,FEMALE,$25000 OR MORE,Ballot c,64
2022,1621,MALE,.i:  Inapplicable,Ballot a,-100
2022,1622,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1623,MALE,.i:  Inapplicable,Ballot a,-100
2022,1624,.s:  Skipped on Web,.i:  Inapplicable,Ballot c,-97
2022,1625,MALE,$25000 OR MORE,Ballot c,76
2022,1626,FEMALE,.i:  Inapplicable,Ballot c,69
2022,1627,FEMALE,.i:  Inapplicable,Ballot c,60
2022,1628,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1629,MALE,.i:  Inapplicable,Ballot b,-100
2022,1630,FEMALE,.i:  Inapplicable,Ballot c,67
2022,1631,MALE,$3000 TO 3999,Ballot c,66
2022,1632,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1633,MALE,$25000 OR MORE,Ballot c,68
2022,1634,MALE,$20000 - 24999,Ballot c,72
2022,1635,FEMALE,LT $1000,Ballot c,63
2022,1636,FEMALE,$15000 - 19999,Ballot a,-100
2022,1637,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1638,MALE,$25000 OR MORE,Ballot a,-100
2022,1639,MALE,$25000 OR MORE,Ballot a,-100
2022,1640,FEMALE,.i:  Inapplicable,Ballot c,65
2022,1641,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1642,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1643,MALE,$25000 OR MORE,Ballot c,73
2022,1644,MALE,$25000 OR MORE,Ballot c,71
2022,1645,MALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1646,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1647,MALE,$20000 - 24999,Ballot c,71
2022,1648,MALE,$25000 OR MORE,Ballot c,72
2022,1649,MALE,$25000 OR MORE,Ballot a,-100
2022,1650,MALE,$25000 OR MORE,Ballot b,-100
2022,1651,MALE,.d:  Do not Know/Cannot Choose,Ballot c,72
2022,1652,MALE,.r:  Refused,Ballot a,-100
2022,1653,MALE,$10000 - 14999,Ballot c,68
2022,1654,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1655,MALE,$25000 OR MORE,Ballot a,-100
2022,1656,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1657,FEMALE,.r:  Refused,Ballot b,-100
2022,1658,FEMALE,$8000 TO 9999,Ballot b,-100
2022,1659,MALE,$25000 OR MORE,Ballot b,-100
2022,1660,FEMALE,.r:  Refused,Ballot b,-100
2022,1661,FEMALE,.r:  Refused,Ballot c,66
2022,1662,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1663,FEMALE,.i:  Inapplicable,Ballot c,62
2022,1664,FEMALE,$20000 - 24999,Ballot a,-100
2022,1665,MALE,$25000 OR MORE,Ballot b,-100
2022,1666,FEMALE,$25000 OR MORE,Ballot c,63
2022,1667,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1668,MALE,$25000 OR MORE,Ballot a,-100
2022,1669,FEMALE,.i:  Inapplicable,Ballot c,66
2022,1670,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,1671,FEMALE,.i:  Inapplicable,Ballot c,59
2022,1672,MALE,.i:  Inapplicable,Ballot c,64
2022,1673,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1674,MALE,$25000 OR MORE,Ballot a,-100
2022,1675,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1676,FEMALE,$3000 TO 3999,Ballot b,-100
2022,1677,FEMALE,.d:  Do not Know/Cannot Choose,Ballot c,62
2022,1678,MALE,$15000 - 19999,Ballot b,-100
2022,1679,MALE,$25000 OR MORE,Ballot b,-100
2022,1680,MALE,$15000 - 19999,Ballot b,-100
2022,1681,FEMALE,$25000 OR MORE,Ballot c,62
2022,1682,MALE,$25000 OR MORE,Ballot b,-100
2022,1683,MALE,.i:  Inapplicable,Ballot c,66
2022,1684,FEMALE,$10000 - 14999,Ballot c,-100
2022,1685,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1686,MALE,$25000 OR MORE,Ballot c,66
2022,1687,MALE,.i:  Inapplicable,Ballot b,-100
2022,1688,FEMALE,.i:  Inapplicable,Ballot c,63
2022,1689,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1690,MALE,$10000 - 14999,Ballot b,-100
2022,1691,MALE,.i:  Inapplicable,Ballot c,69
2022,1692,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1693,FEMALE,$7000 TO 7999,Ballot a,-100
2022,1694,MALE,$25000 OR MORE,Ballot a,-100
2022,1695,MALE,$15000 - 19999,Ballot c,71
2022,1696,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1697,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1698,MALE,.i:  Inapplicable,Ballot a,-100
2022,1699,MALE,$10000 - 14999,Ballot b,-100
2022,1700,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1701,MALE,$5000 TO 5999,Ballot b,-100
2022,1702,MALE,.i:  Inapplicable,Ballot c,75
2022,1703,FEMALE,$7000 TO 7999,Ballot a,-100
2022,1704,FEMALE,$20000 - 24999,Ballot b,-100
2022,1705,FEMALE,.r:  Refused,Ballot a,-100
2022,1706,MALE,$25000 OR MORE,Ballot b,-100
2022,1707,FEMALE,.d:  Do not Know/Cannot Choose,Ballot c,-97
2022,1708,MALE,.i:  Inapplicable,Ballot b,-100
2022,1709,MALE,$15000 - 19999,Ballot c,77
2022,1710,MALE,.i:  Inapplicable,Ballot c,75
2022,1711,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1712,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1713,MALE,.i:  Inapplicable,Ballot a,-100
2022,1714,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1715,MALE,$25000 OR MORE,Ballot c,66
2022,1716,FEMALE,$8000 TO 9999,Ballot c,60
2022,1717,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1718,FEMALE,.i:  Inapplicable,Ballot c,63
2022,1719,MALE,$25000 OR MORE,Ballot b,-100
2022,1720,FEMALE,.r:  Refused,Ballot b,-100
2022,1721,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1722,MALE,.i:  Inapplicable,Ballot a,-100
2022,1723,MALE,$10000 - 14999,Ballot c,68
2022,1724,MALE,$25000 OR MORE,Ballot b,-100
2022,1725,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1726,FEMALE,$25000 OR MORE,Ballot c,62
2022,1727,MALE,.i:  Inapplicable,Ballot a,-100
2022,1728,MALE,.i:  Inapplicable,Ballot a,-100
2022,1729,MALE,.i:  Inapplicable,Ballot b,-100
2022,1730,FEMALE,$20000 - 24999,Ballot a,-100
2022,1731,MALE,$25000 OR MORE,Ballot b,-100
2022,1732,MALE,$25000 OR MORE,Ballot c,67
2022,1733,MALE,$15000 - 19999,Ballot c,67
2022,1734,MALE,$25000 OR MORE,Ballot b,-100
2022,1735,MALE,$15000 - 19999,Ballot b,-100
2022,1736,FEMALE,.i:  Inapplicable,Ballot c,59
2022,1737,MALE,$25000 OR MORE,Ballot c,72
2022,1738,MALE,$25000 OR MORE,Ballot c,68
2022,1739,FEMALE,$8000 TO 9999,Ballot a,-100
2022,1740,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1741,FEMALE,$25000 OR MORE,Ballot c,62
2022,1742,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1743,MALE,$25000 OR MORE,Ballot b,-100
2022,1744,MALE,$25000 OR MORE,Ballot a,-100
2022,1745,MALE,$25000 OR MORE,Ballot b,-100
2022,1746,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1747,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1748,FEMALE,$25000 OR MORE,Ballot c,68
2022,1749,FEMALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,1750,FEMALE,$25000 OR MORE,Ballot c,-97
2022,1751,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1752,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1753,MALE,.i:  Inapplicable,Ballot b,-100
2022,1754,MALE,$25000 OR MORE,Ballot b,-100
2022,1755,FEMALE,.i:  Inapplicable,Ballot c,66
2022,1756,.n:  No answer,.i:  Inapplicable,Ballot b,-100
2022,1757,MALE,$15000 - 19999,Ballot a,-100
2022,1758,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1759,MALE,$25000 OR MORE,Ballot c,73
2022,1760,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1761,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1762,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1763,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1764,MALE,.i:  Inapplicable,Ballot a,-100
2022,1765,MALE,LT $1000,Ballot c,72
2022,1766,MALE,.i:  Inapplicable,Ballot c,68
2022,1767,MALE,$25000 OR MORE,Ballot b,-100
2022,1768,MALE,$25000 OR MORE,Ballot a,-100
2022,1769,MALE,$25000 OR MORE,Ballot a,-100
2022,1770,MALE,$25000 OR MORE,Ballot b,-100
2022,1771,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1772,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1773,MALE,.i:  Inapplicable,Ballot b,-100
2022,1774,MALE,$25000 OR MORE,Ballot b,-100
2022,1775,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1776,MALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1777,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1778,MALE,.i:  Inapplicable,Ballot c,70
2022,1779,MALE,$10000 - 14999,Ballot c,69
2022,1780,FEMALE,.r:  Refused,Ballot b,-100
2022,1781,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1782,MALE,.d:  Do not Know/Cannot Choose,Ballot c,65
2022,1783,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1784,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1785,MALE,$25000 OR MORE,Ballot b,-100
2022,1786,MALE,$25000 OR MORE,Ballot c,69
2022,1787,MALE,.i:  Inapplicable,Ballot a,-100
2022,1788,MALE,.i:  Inapplicable,Ballot b,-100
2022,1789,MALE,$1000 TO 2999,Ballot b,-100
2022,1790,FEMALE,$25000 OR MORE,Ballot c,63
2022,1791,FEMALE,$10000 - 14999,Ballot c,66
2022,1792,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1793,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1794,MALE,$25000 OR MORE,Ballot c,72
2022,1795,FEMALE,$5000 TO 5999,Ballot a,-100
2022,1796,FEMALE,.i:  Inapplicable,Ballot c,53
2022,1797,FEMALE,$20000 - 24999,Ballot a,-100
2022,1798,MALE,$10000 - 14999,Ballot b,-100
2022,1799,MALE,$6000 TO 6999,Ballot c,75
2022,1800,FEMALE,.i:  Inapplicable,Ballot c,68
2022,1801,FEMALE,.i:  Inapplicable,Ballot c,68
2022,1802,MALE,$25000 OR MORE,Ballot a,-100
2022,1803,MALE,.i:  Inapplicable,Ballot c,70
2022,1804,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1805,MALE,$25000 OR MORE,Ballot b,-100
2022,1806,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1807,MALE,$25000 OR MORE,Ballot a,-100
2022,1808,FEMALE,$20000 - 24999,Ballot a,-100
2022,1809,MALE,.i:  Inapplicable,Ballot c,71
2022,1810,MALE,$5000 TO 5999,Ballot c,72
2022,1811,MALE,.i:  Inapplicable,Ballot c,72
2022,1812,MALE,.i:  Inapplicable,Ballot a,-100
2022,1813,MALE,$25000 OR MORE,Ballot b,-100
2022,1814,MALE,$25000 OR MORE,Ballot c,65
2022,1815,MALE,.r:  Refused,Ballot c,-99
2022,1816,FEMALE,$20000 - 24999,Ballot a,-100
2022,1817,MALE,.r:  Refused,Ballot a,-100
2022,1818,MALE,.i:  Inapplicable,Ballot a,-100
2022,1819,MALE,$25000 OR MORE,Ballot a,-100
2022,1820,MALE,.i:  Inapplicable,Ballot c,70
2022,1821,MALE,$25000 OR MORE,Ballot b,-100
2022,1822,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1823,MALE,.i:  Inapplicable,Ballot c,73
2022,1824,FEMALE,.i:  Inapplicable,Ballot c,66
2022,1825,FEMALE,$25000 OR MORE,Ballot c,71
2022,1826,MALE,.i:  Inapplicable,Ballot b,-100
2022,1827,FEMALE,$15000 - 19999,Ballot a,-100
2022,1828,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1829,FEMALE,$1000 TO 2999,Ballot c,63
2022,1830,MALE,$3000 TO 3999,Ballot a,-100
2022,1831,FEMALE,$25000 OR MORE,Ballot c,60
2022,1832,MALE,$25000 OR MORE,Ballot c,70
2022,1833,MALE,.i:  Inapplicable,Ballot c,67
2022,1834,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1835,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1836,MALE,$25000 OR MORE,Ballot a,-100
2022,1837,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1838,FEMALE,$25000 OR MORE,Ballot c,65
2022,1839,FEMALE,$3000 TO 3999,Ballot a,-100
2022,1840,FEMALE,$15000 - 19999,Ballot c,65
2022,1841,MALE,LT $1000,Ballot a,-100
2022,1842,MALE,.i:  Inapplicable,Ballot b,-100
2022,1843,MALE,.i:  Inapplicable,Ballot c,70
2022,1844,MALE,$25000 OR MORE,Ballot c,70
2022,1845,MALE,.i:  Inapplicable,Ballot a,-100
2022,1846,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1847,MALE,.i:  Inapplicable,Ballot a,-100
2022,1848,MALE,$25000 OR MORE,Ballot b,-100
2022,1849,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1850,MALE,.i:  Inapplicable,Ballot b,-100
2022,1851,FEMALE,$25000 OR MORE,Ballot c,63
2022,1852,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1853,MALE,$25000 OR MORE,Ballot a,-100
2022,1854,MALE,$25000 OR MORE,Ballot a,-100
2022,1855,MALE,.i:  Inapplicable,Ballot a,-100
2022,1856,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1857,MALE,$25000 OR MORE,Ballot b,-100
2022,1858,FEMALE,$10000 - 14999,Ballot a,-100
2022,1859,MALE,$25000 OR MORE,Ballot b,-100
2022,1860,FEMALE,$5000 TO 5999,Ballot a,-100
2022,1861,FEMALE,$25000 OR MORE,Ballot c,65
2022,1862,FEMALE,$25000 OR MORE,Ballot c,64
2022,1863,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1864,MALE,$25000 OR MORE,Ballot b,-100
2022,1865,MALE,.i:  Inapplicable,Ballot c,68
2022,1866,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1867,FEMALE,$25000 OR MORE,Ballot c,63
2022,1868,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1869,MALE,$25000 OR MORE,Ballot b,-100
2022,1870,FEMALE,$25000 OR MORE,Ballot c,65
2022,1871,MALE,$25000 OR MORE,Ballot a,-100
2022,1872,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1873,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1874,MALE,.i:  Inapplicable,Ballot a,-100
2022,1875,MALE,$25000 OR MORE,Ballot b,-100
2022,1876,MALE,$25000 OR MORE,Ballot b,-100
2022,1877,MALE,$25000 OR MORE,Ballot b,-100
2022,1878,FEMALE,.i:  Inapplicable,Ballot c,68
2022,1879,MALE,$25000 OR MORE,Ballot a,-100
2022,1880,FEMALE,$25000 OR MORE,Ballot b,-100
