respondent_id,wave,party,benefit_cut_support
885,3,SF,0
885,4,SF,0
885,5,SF,0
886,1,SF,0.5
886,2,SF,0.5
886,3,SF,0.75
886,4,SF,NA
886,5,SF,0.5
887,1,OE,0
887,2,OE,0.5
887,3,OE,NA
887,4,OE,0.25
887,5,OE,NA
888,1,S,0.5
888,2,S,NA
888,3,S,NA
888,4,S,NA
888,5,S,NA
889,1,V,0.75
889,2,V,0.75
889,3,V,1
889,4,V,1
889,5,V,1
890,1,C,0.25
890,2,C,0.25
890,3,C,1
890,4,C,0.75
890,5,C,NA
891,1,S,0.5
891,2,S,NA
891,3,S,0
891,4,S,NA
891,5,S,0
892,1,NA,0
892,2,NA,0.25
892,3,NA,0.75
892,4,NA,NA
892,5,NA,NA
893,1,NA,0
893,2,NA,0
893,3,NA,0
893,4,NA,0
893,5,NA,0
894,1,LA,1
894,2,LA,1
894,3,LA,NA
894,4,LA,1
894,5,LA,1
895,1,S,0
895,2,S,0
895,3,S,0
895,4,S,0
895,5,S,0
896,1,SF,NA
896,2,SF,NA
896,3,SF,NA
896,4,SF,NA
896,5,SF,0.5
897,1,C,1
897,2,C,1
897,3,C,1
897,4,C,1
897,5,C,1
898,1,V,0.5
898,2,V,NA
898,3,V,NA
898,4,V,NA
898,5,V,NA
899,1,C,0.5
899,2,C,0.5
899,3,C,0.75
899,4,C,0.75
899,5,C,0.5
900,1,SF,0.25
900,2,SF,0
900,3,SF,0
900,4,SF,0
900,5,SF,0
901,1,RV,0
901,2,RV,NA
901,3,RV,NA
901,4,RV,NA
901,5,RV,0
902,1,V,1
902,2,V,1
902,3,V,1
902,4,V,1
902,5,V,1
903,1,S,0
903,2,S,NA
903,3,S,NA
903,4,S,NA
903,5,S,NA
904,1,C,0.75
904,2,C,0.75
904,3,C,1
904,4,C,1
904,5,C,NA
905,1,RV,0.75
905,2,RV,NA
905,3,RV,NA
905,4,RV,NA
905,5,RV,0.25
906,1,SF,0
906,2,SF,0
906,3,SF,0
906,4,SF,NA
906,5,SF,0
907,1,NA,0.75
907,2,NA,0.5
907,3,NA,0
907,4,NA,0.5
907,5,NA,0.5
908,1,C,1
908,2,C,1
908,3,C,0.25
908,4,C,0.75
908,5,C,0
909,1,C,0.75
909,2,C,0.25
909,3,C,1
909,4,C,0.25
909,5,C,NA
910,1,Kr,0.25
910,2,Kr,0.25
910,3,Kr,0
910,4,Kr,0
910,5,Kr,0
911,1,S,0
911,2,S,0
911,3,S,0.25
911,4,S,0
911,5,S,0.5
912,1,S,0.25
912,2,S,0.25
912,3,S,NA
912,4,S,1
912,5,S,0
913,1,SF,0.75
913,2,SF,NA
913,3,SF,NA
913,4,SF,NA
913,5,SF,NA
914,1,V,0.5
914,2,V,NA
914,3,V,NA
914,4,V,1
914,5,V,1
915,1,V,0.75
915,2,V,0.75
915,3,V,0.75
915,4,V,0.75
915,5,V,1
916,1,V,1
916,2,V,NA
916,3,V,NA
916,4,V,NA
916,5,V,NA
917,1,S,0.75
917,2,S,0.75
917,3,S,0.75
917,4,S,0.75
917,5,S,0.5
918,1,SF,0
918,2,SF,NA
918,3,SF,NA
918,4,SF,0
918,5,SF,0
919,1,V,0.5
919,2,V,NA
919,3,V,NA
919,4,V,NA
919,5,V,NA
920,1,C,0
920,2,C,0
920,3,C,0.75
920,4,C,0.25
920,5,C,0.25
921,1,V,0.75
921,2,V,0.75
921,3,V,NA
921,4,V,0.75
921,5,V,NA
922,1,C,0
922,2,C,0.25
922,3,C,0.25
922,4,C,0.25
922,5,C,0.25
923,1,SF,0
923,2,SF,0
923,3,SF,0
923,4,SF,0
923,5,SF,0
924,1,S,0
924,2,S,0.25
924,3,S,0
924,4,S,0.25
924,5,S,0.25
925,1,OE,0
925,2,OE,0.75
925,3,OE,0.25
925,4,OE,NA
925,5,OE,NA
926,1,SF,0.25
926,2,SF,0.25
926,3,SF,0.25
926,4,SF,0.5
926,5,SF,0.75
927,1,SF,0
927,2,SF,0
927,3,SF,NA
927,4,SF,0.25
927,5,SF,0
928,1,DF,0
928,2,DF,NA
928,3,DF,NA
928,4,DF,NA
928,5,DF,NA
929,1,S,1
929,2,S,1
929,3,S,0.75
929,4,S,0.75
929,5,S,NA
930,1,S,0
930,2,S,NA
930,3,S,NA
930,4,S,NA
930,5,S,NA
931,1,SF,0
931,2,SF,0
931,3,SF,0
931,4,SF,0
931,5,SF,0
932,1,SF,0.25
932,2,SF,0
932,3,SF,0.25
932,4,SF,NA
932,5,SF,NA
933,1,NA,0.75
933,2,NA,0.25
933,3,NA,0.25
933,4,NA,0
933,5,NA,0.25
934,1,SF,0.5
934,2,SF,0.75
934,3,SF,0.75
934,4,SF,NA
934,5,SF,NA
935,1,V,0.25
935,2,V,0.5
935,3,V,0.75
935,4,V,0.5
935,5,V,0.5
936,1,V,0.75
936,2,V,1
936,3,V,1
936,4,V,1
936,5,V,1
937,1,RV,NA
937,2,RV,0.5
937,3,RV,NA
937,4,RV,NA
937,5,RV,0.5
938,1,SF,0
938,2,SF,0.5
938,3,SF,1
938,4,SF,NA
938,5,SF,0.5
939,1,S,0
939,2,S,NA
939,3,S,NA
939,4,S,NA
939,5,S,NA
940,1,S,0
940,2,S,0
940,3,S,0
940,4,S,0
940,5,S,0
941,1,V,0.5
941,2,V,NA
941,3,V,NA
941,4,V,NA
941,5,V,NA
942,1,S,0.75
942,2,S,0.75
942,3,S,NA
942,4,S,NA
942,5,S,NA
943,1,S,0
943,2,S,0
943,3,S,0
943,4,S,0
943,5,S,0
944,1,OE,0
944,2,OE,0.5
944,3,OE,0.25
944,4,OE,0.25
944,5,OE,NA
945,1,DF,0.75
945,2,DF,NA
945,3,DF,NA
945,4,DF,0.75
945,5,DF,1
946,1,C,0.25
946,2,C,0.25
946,3,C,0.25
946,4,C,NA
946,5,C,0.75
947,1,V,0.5
947,2,V,0.75
947,3,V,1
947,4,V,NA
947,5,V,NA
948,1,Kr,0.25
948,2,Kr,NA
948,3,Kr,NA
948,4,Kr,NA
948,5,Kr,NA
949,1,S,0
949,2,S,NA
949,3,S,NA
949,4,S,NA
949,5,S,NA
950,1,C,0.5
950,2,C,0.75
950,3,C,0.5
950,4,C,0.75
950,5,C,0.75
951,1,NA,0
951,2,NA,NA
951,3,NA,NA
951,4,NA,NA
951,5,NA,NA
952,1,V,0.75
952,2,V,NA
952,3,V,NA
952,4,V,NA
952,5,V,NA
953,1,V,1
953,2,V,1
953,3,V,1
953,4,V,NA
953,5,V,NA
954,1,S,0.25
954,2,S,0
954,3,S,0.25
954,4,S,0.75
954,5,S,NA
955,1,DF,1
955,2,DF,NA
955,3,DF,NA
955,4,DF,NA
955,5,DF,NA
956,1,SF,0
956,2,SF,NA
956,3,SF,NA
956,4,SF,0
956,5,SF,0
957,1,V,0.75
957,2,V,0.75
957,3,V,0.75
957,4,V,0.75
957,5,V,NA
958,1,V,0.75
958,2,V,0.75
958,3,V,0.75
958,4,V,0.5
958,5,V,0.5
959,1,V,0.75
959,2,V,0.75
959,3,V,1
959,4,V,1
959,5,V,NA
960,1,DF,0
960,2,DF,NA
960,3,DF,NA
960,4,DF,NA
960,5,DF,NA
961,1,C,0.25
961,2,C,0.25
961,3,C,NA
961,4,C,NA
961,5,C,0
962,1,SF,0.25
962,2,SF,0.75
962,3,SF,0
962,4,SF,0.25
962,5,SF,0
963,1,C,0.5
963,2,C,NA
963,3,C,NA
963,4,C,NA
963,5,C,NA
964,1,C,0
964,2,C,0
964,3,C,0
964,4,C,0
964,5,C,0
965,1,Kr,0.75
965,2,Kr,NA
965,3,Kr,NA
965,4,Kr,NA
965,5,Kr,NA
966,1,C,1
966,2,C,1
966,3,C,1
966,4,C,1
966,5,C,0.75
967,1,DF,0
967,2,DF,NA
967,3,DF,NA
967,4,DF,NA
967,5,DF,NA
968,1,SF,0
968,2,SF,0.25
968,3,SF,0
968,4,SF,0
968,5,SF,0
969,1,NA,0.5
969,2,NA,0.75
969,3,NA,0.75
969,4,NA,0.75
969,5,NA,0.75
970,1,S,0
970,2,S,0
970,3,S,NA
970,4,S,0
970,5,S,NA
971,1,S,0.5
971,2,S,0
971,3,S,NA
971,4,S,NA
971,5,S,0
972,1,DF,1
972,2,DF,NA
972,3,DF,NA
972,4,DF,NA
972,5,DF,NA
973,1,V,0.75
973,2,V,0.75
973,3,V,0.5
973,4,V,0.75
973,5,V,1
974,1,DF,0
974,2,DF,NA
974,3,DF,NA
974,4,DF,NA
974,5,DF,NA
975,1,SF,NA
975,2,SF,0.5
975,3,SF,0.5
975,4,SF,NA
975,5,SF,0.5
976,1,DF,0.5
976,2,DF,NA
976,3,DF,NA
976,4,DF,NA
976,5,DF,NA
977,1,SF,0.25
977,2,SF,NA
977,3,SF,NA
977,4,SF,NA
977,5,SF,NA
978,1,V,1
978,2,V,1
978,3,V,1
978,4,V,NA
978,5,V,1
979,1,S,0
979,2,S,NA
979,3,S,0
979,4,S,0
979,5,S,0
980,1,NA,0.5
980,2,NA,0.25
980,3,NA,0.75
980,4,NA,1
980,5,NA,0.75
981,1,V,0.75
981,2,V,0.75
981,3,V,1
981,4,V,0.75
981,5,V,1
982,1,V,1
982,2,V,1
982,3,V,1
982,4,V,1
982,5,V,0.75
983,1,DF,0.75
983,2,DF,NA
983,3,DF,NA
983,4,DF,0.75
983,5,DF,NA
984,1,SF,0
984,2,SF,0
984,3,SF,0
984,4,SF,0
984,5,SF,0
985,1,V,NA
985,2,V,NA
985,3,V,NA
985,4,V,NA
985,5,V,NA
986,1,S,0.25
986,2,S,NA
986,3,S,NA
986,4,S,NA
986,5,S,NA
987,1,SF,0.5
987,2,SF,0.75
987,3,SF,0.5
987,4,SF,0.75
987,5,SF,0.25
988,1,SF,0
988,2,SF,0
988,3,SF,0.5
988,4,SF,0.25
988,5,SF,0.25
989,1,DF,0
989,2,DF,NA
989,3,DF,NA
989,4,DF,NA
989,5,DF,NA
990,1,SF,0
990,2,SF,0
990,3,SF,0
990,4,SF,NA
990,5,SF,NA
991,1,DF,1
991,2,DF,1
991,3,DF,NA
991,4,DF,1
991,5,DF,NA
992,1,NA,1
992,2,NA,1
992,3,NA,1
992,4,NA,1
992,5,NA,1
993,1,SF,0.25
993,2,SF,0.5
993,3,SF,0.5
993,4,SF,NA
993,5,SF,0.5
994,1,RV,1
994,2,RV,0.75
994,3,RV,1
994,4,RV,1
994,5,RV,1
995,1,SF,0
995,2,SF,0
995,3,SF,0
995,4,SF,NA
995,5,SF,NA
996,1,SF,0
996,2,SF,0
996,3,SF,0.25
996,4,SF,NA
996,5,SF,NA
997,1,SF,0
997,2,SF,0
997,3,SF,0
997,4,SF,0
997,5,SF,0
998,1,V,0
998,2,V,0
998,3,V,0.25
998,4,V,NA
998,5,V,NA
999,1,S,0
999,2,S,0
999,3,S,0
999,4,S,0
999,5,S,0
1000,1,V,0
1000,2,V,0
1000,3,V,1
1000,4,V,NA
1000,5,V,NA
1001,1,S,0
1001,2,S,0
1001,3,S,0
1001,4,S,0
1001,5,S,0
1002,1,SF,0
1002,2,SF,0
1002,3,SF,0
1002,4,SF,0
1002,5,SF,0
1003,1,DF,0.75
1003,2,DF,NA
1003,3,DF,NA
1003,4,DF,NA
1003,5,DF,NA
1004,1,C,1
1004,2,C,1
1004,3,C,1
1004,4,C,1
1004,5,C,1
1005,1,S,0.25
1005,2,S,0.75
1005,3,S,NA
1005,4,S,0.25
1005,5,S,0
1006,1,V,0.25
1006,2,V,0.25
1006,3,V,0.25
1006,4,V,0
1006,5,V,0.25
1007,1,V,0
1007,2,V,0
1007,3,V,0.5
1007,4,V,0.25
1007,5,V,0.5
1008,1,S,0.25
1008,2,S,0.25
1008,3,S,0
1008,4,S,0.25
1008,5,S,0
1009,1,C,0
1009,2,C,0
1009,3,C,0
1009,4,C,0
1009,5,C,0
1010,1,S,0
1010,2,S,NA
1010,3,S,NA
1010,4,S,NA
1010,5,S,NA
1011,1,Kr,0
1011,2,Kr,0
1011,3,Kr,0
1011,4,Kr,0
1011,5,Kr,0
1012,1,NA,0
1012,2,NA,0
1012,3,NA,0
1012,4,NA,0
1012,5,NA,0
1013,1,SF,0
1013,2,SF,0.25
1013,3,SF,0.25
1013,4,SF,0.5
1013,5,SF,0.75
1014,1,NA,0.5
1014,2,NA,0.75
1014,3,NA,0.75
1014,4,NA,NA
1014,5,NA,NA
1015,1,SF,0.75
1015,2,SF,0.75
1015,3,SF,0.25
1015,4,SF,0.5
1015,5,SF,NA
1016,1,S,1
1016,2,S,0.75
1016,3,S,0.25
1016,4,S,0
1016,5,S,0.25
1017,1,Kr,0
1017,2,Kr,0
1017,3,Kr,0.25
1017,4,Kr,0.25
1017,5,Kr,0
1018,1,SF,0.75
1018,2,SF,0.5
1018,3,SF,0.75
1018,4,SF,NA
1018,5,SF,NA
1019,1,DF,0
1019,2,DF,NA
1019,3,DF,NA
1019,4,DF,NA
1019,5,DF,NA
1020,1,OE,0.75
1020,2,OE,0.75
1020,3,OE,0.75
1020,4,OE,0.75
1020,5,OE,0.25
1021,1,C,0
1021,2,C,0
1021,3,C,0
1021,4,C,0
1021,5,C,NA
1022,1,NA,0.5
1022,2,NA,NA
1022,3,NA,NA
1022,4,NA,NA
1022,5,NA,NA
1023,1,S,0
1023,2,S,0
1023,3,S,NA
1023,4,S,0
1023,5,S,0
1024,1,SF,0
1024,2,SF,NA
1024,3,SF,NA
1024,4,SF,NA
1024,5,SF,NA
1025,1,V,0
1025,2,V,NA
1025,3,V,NA
1025,4,V,NA
1025,5,V,NA
1026,1,NA,NA
1026,2,NA,NA
1026,3,NA,NA
1026,4,NA,NA
1026,5,NA,NA
1027,1,S,0
1027,2,S,0
1027,3,S,0
1027,4,S,0
1027,5,S,0
1028,1,V,0.75
1028,2,V,NA
1028,3,V,NA
1028,4,V,NA
1028,5,V,NA
1029,1,RV,0.25
1029,2,RV,0.75
1029,3,RV,0.5
1029,4,RV,0.5
1029,5,RV,0.75
1030,1,C,0.5
1030,2,C,NA
1030,3,C,NA
1030,4,C,0.75
1030,5,C,NA
1031,1,C,0.75
1031,2,C,1
1031,3,C,1
1031,4,C,0.75
1031,5,C,0.25
1032,1,SF,0
1032,2,SF,0
1032,3,SF,NA
1032,4,SF,0
1032,5,SF,NA
1033,1,S,0
1033,2,S,NA
1033,3,S,NA
1033,4,S,NA
1033,5,S,NA
1034,1,S,0
1034,2,S,0
1034,3,S,0
1034,4,S,NA
1034,5,S,0
1035,1,NA,0.25
1035,2,NA,1
1035,3,NA,0.5
1035,4,NA,0.5
1035,5,NA,0.5
1036,1,DF,0
1036,2,DF,0
1036,3,DF,0.75
1036,4,DF,0.75
1036,5,DF,0.75
1037,1,RV,0.75
1037,2,RV,0.75
1037,3,RV,NA
1037,4,RV,0.5
1037,5,RV,NA
1038,1,SF,0
1038,2,SF,0.25
1038,3,SF,0.25
1038,4,SF,NA
1038,5,SF,NA
1039,1,SF,0
1039,2,SF,0
1039,3,SF,0
1039,4,SF,0
1039,5,SF,0
1040,1,S,0.5
1040,2,S,NA
1040,3,S,NA
1040,4,S,NA
1040,5,S,NA
1041,1,V,0
1041,2,V,0
1041,3,V,0
1041,4,V,0.25
1041,5,V,0
1042,1,RV,0.5
1042,2,RV,0.5
1042,3,RV,NA
1042,4,RV,0.25
1042,5,RV,0.75
1043,1,SF,0.25
1043,2,SF,0
1043,3,SF,0
1043,4,SF,0.5
1043,5,SF,0.5
1044,1,V,0
1044,2,V,0
1044,3,V,0.75
1044,4,V,0.25
1044,5,V,0
1045,1,SF,0.5
1045,2,SF,0
1045,3,SF,0.25
1045,4,SF,1
1045,5,SF,0.25
1046,1,S,0.5
1046,2,S,NA
1046,3,S,0.25
1046,4,S,0.75
1046,5,S,0.5
1047,1,OE,0
1047,2,OE,0
1047,3,OE,0
1047,4,OE,0
1047,5,OE,0
1048,1,C,1
1048,2,C,1
1048,3,C,1
1048,4,C,1
1048,5,C,1
1049,1,V,1
1049,2,V,1
1049,3,V,NA
1049,4,V,1
1049,5,V,1
1050,1,C,0.25
1050,2,C,NA
1050,3,C,NA
1050,4,C,NA
1050,5,C,NA
1051,1,S,0
1051,2,S,NA
1051,3,S,NA
1051,4,S,NA
1051,5,S,NA
1052,1,S,0
1052,2,S,0
1052,3,S,NA
1052,4,S,NA
1052,5,S,NA
1053,1,NA,0.5
1053,2,NA,NA
1053,3,NA,NA
1053,4,NA,NA
1053,5,NA,NA
1054,1,S,0.25
1054,2,S,0
1054,3,S,0
1054,4,S,0.25
1054,5,S,NA
1055,1,C,0.5
1055,2,C,NA
1055,3,C,NA
1055,4,C,NA
1055,5,C,NA
1056,1,SF,0.75
1056,2,SF,0.25
1056,3,SF,NA
1056,4,SF,1
1056,5,SF,0.75
1057,1,NA,0
1057,2,NA,0
1057,3,NA,0.75
1057,4,NA,0.5
1057,5,NA,0
1058,1,DF,0.25
1058,2,DF,NA
1058,3,DF,NA
1058,4,DF,NA
1058,5,DF,NA
1059,1,C,0.75
1059,2,C,0.75
1059,3,C,1
1059,4,C,0.75
1059,5,C,1
1060,1,SF,0.5
1060,2,SF,NA
1060,3,SF,NA
1060,4,SF,NA
1060,5,SF,NA
1061,1,RV,0.25
1061,2,RV,0.5
1061,3,RV,0.75
1061,4,RV,0.75
1061,5,RV,0.75
1062,1,C,0.25
1062,2,C,0.5
1062,3,C,0.5
1062,4,C,0.75
1062,5,C,0.5
1063,1,SF,NA
1063,2,SF,NA
1063,3,SF,NA
1063,4,SF,NA
1063,5,SF,NA
1064,1,V,1
1064,2,V,NA
1064,3,V,NA
1064,4,V,NA
1064,5,V,NA
1065,1,S,0.5
1065,2,S,NA
1065,3,S,NA
1065,4,S,NA
1065,5,S,NA
1066,1,V,1
1066,2,V,1
1066,3,V,1
1066,4,V,1
1066,5,V,1
1067,1,SF,0.25
1067,2,SF,0.25
1067,3,SF,0.25
1067,4,SF,0.75
1067,5,SF,0.75
1068,1,V,0.25
1068,2,V,0.5
1068,3,V,0.5
1068,4,V,NA
1068,5,V,0
1069,1,OE,0
1069,2,OE,0
1069,3,OE,0
1069,4,OE,0.25
1069,5,OE,NA
1070,1,S,0
1070,2,S,0.25
1070,3,S,0
1070,4,S,0.25
1070,5,S,0
1071,1,V,NA
1071,2,V,NA
1071,3,V,0.75
1071,4,V,0.75
1071,5,V,0.75
1072,1,OE,0.25
1072,2,OE,0.25
1072,3,OE,NA
1072,4,OE,NA
1072,5,OE,NA
1073,1,NA,1
1073,2,NA,NA
1073,3,NA,NA
1073,4,NA,0.75
1073,5,NA,1
1074,1,S,0.25
1074,2,S,0.75
1074,3,S,NA
1074,4,S,0.5
1074,5,S,0.75
1075,1,NA,1
1075,2,NA,NA
1075,3,NA,1
1075,4,NA,NA
1075,5,NA,NA
1076,1,NA,0.25
1076,2,NA,0.75
1076,3,NA,0
1076,4,NA,0
1076,5,NA,0.75
1077,1,V,0.75
1077,2,V,NA
1077,3,V,NA
1077,4,V,NA
1077,5,V,NA
1078,1,C,0.75
1078,2,C,0.5
1078,3,C,1
1078,4,C,1
1078,5,C,1
1079,1,SF,0
1079,2,SF,0
1079,3,SF,0
1079,4,SF,0
1079,5,SF,0
1080,1,V,0.75
1080,2,V,NA
1080,3,V,NA
1080,4,V,NA
1080,5,V,NA
1081,1,V,0
1081,2,V,NA
1081,3,V,NA
1081,4,V,NA
1081,5,V,NA
1082,1,V,NA
1082,2,V,NA
1082,3,V,NA
1082,4,V,NA
1082,5,V,NA
1083,1,S,1
1083,2,S,NA
1083,3,S,NA
1083,4,S,NA
1083,5,S,NA
1084,1,SF,0
1084,2,SF,NA
1084,3,SF,NA
1084,4,SF,0.25
1084,5,SF,0.25
1085,1,S,0
1085,2,S,0
1085,3,S,0
1085,4,S,0
1085,5,S,0
1086,1,OE,0
1086,2,OE,0
1086,3,OE,0
1086,4,OE,0
1086,5,OE,0
1087,1,OE,0
1087,2,OE,1
1087,3,OE,0
1087,4,OE,0
1087,5,OE,0
1088,1,V,0.75
1088,2,V,0.5
1088,3,V,0.75
1088,4,V,NA
1088,5,V,NA
1089,1,SF,0
1089,2,SF,0
1089,3,SF,0
1089,4,SF,0
1089,5,SF,NA
1090,1,V,1
1090,2,V,1
1090,3,V,NA
1090,4,V,NA
1090,5,V,NA
1091,1,S,0.25
1091,2,S,0.25
1091,3,S,NA
1091,4,S,0.25
1091,5,S,0
1092,1,C,0.75
1092,2,C,NA
1092,3,C,NA
1092,4,C,NA
1092,5,C,NA
1093,1,DF,0.25
1093,2,DF,0
1093,3,DF,1
1093,4,DF,0
1093,5,DF,0.75
1094,1,NA,0
1094,2,NA,0
1094,3,NA,0
1094,4,NA,NA
1094,5,NA,NA
1095,1,OE,0.75
1095,2,OE,0.25
1095,3,OE,0
1095,4,OE,0
1095,5,OE,0.25
1096,1,V,1
1096,2,V,NA
1096,3,V,1
1096,4,V,1
1096,5,V,NA
1097,1,SF,0.75
1097,2,SF,0.75
1097,3,SF,NA
1097,4,SF,0.25
1097,5,SF,NA
1098,1,NA,0
1098,2,NA,0.25
1098,3,NA,0
1098,4,NA,0
1098,5,NA,0
1099,1,NA,NA
1099,2,NA,NA
1099,3,NA,NA
1099,4,NA,NA
1099,5,NA,NA
1100,1,S,0
1100,2,S,0
1100,3,S,0.5
1100,4,S,0
1100,5,S,NA
1101,1,V,0.5
1101,2,V,NA
1101,3,V,NA
1101,4,V,NA
1101,5,V,NA
1102,1,NA,0.75
1102,2,NA,0.5
1102,3,NA,0.75
1102,4,NA,0.5
1102,5,NA,0.75
1103,1,V,0.25
1103,2,V,0.25
1103,3,V,0.25
1103,4,V,0.75
1103,5,V,0.5
1104,1,C,1
1104,2,C,NA
1104,3,C,NA
1104,4,C,1
1104,5,C,NA
1105,1,RV,0.25
1105,2,RV,0.5
1105,3,RV,0.75
1105,4,RV,0.75
1105,5,RV,NA
1106,1,C,0.5
1106,2,C,NA
1106,3,C,NA
1106,4,C,NA
1106,5,C,NA
1107,1,NA,0
1107,2,NA,NA
1107,3,NA,0
1107,4,NA,NA
1107,5,NA,NA
1108,1,NA,0.25
1108,2,NA,0.5
1108,3,NA,NA
1108,4,NA,NA
1108,5,NA,0.75
1109,1,SF,0
1109,2,SF,0
1109,3,SF,0
1109,4,SF,0
1109,5,SF,0
1110,1,NA,0.25
1110,2,NA,0.25
1110,3,NA,0.75
1110,4,NA,0.25
1110,5,NA,NA
1111,1,RV,1
1111,2,RV,1
1111,3,RV,1
1111,4,RV,NA
1111,5,RV,NA
1112,1,V,0
1112,2,V,NA
1112,3,V,NA
1112,4,V,NA
1112,5,V,NA
1113,1,S,0.75
1113,2,S,NA
1113,3,S,NA
1113,4,S,NA
1113,5,S,0.5
1114,1,S,0.25
1114,2,S,NA
1114,3,S,0.25
1114,4,S,0
1114,5,S,0.25
1115,1,NA,0.25
1115,2,NA,NA
1115,3,NA,0.75
1115,4,NA,0.25
1115,5,NA,0.25
1116,1,S,0
1116,2,S,0
1116,3,S,NA
1116,4,S,0
1116,5,S,NA
1117,1,C,1
1117,2,C,0.75
1117,3,C,NA
1117,4,C,0.5
1117,5,C,0.5
1118,1,C,0
1118,2,C,1
1118,3,C,0
1118,4,C,0.5
1118,5,C,0.75
1119,1,V,0.5
1119,2,V,NA
1119,3,V,NA
1119,4,V,NA
1119,5,V,NA
1120,1,S,0.75
1120,2,S,0.75
1120,3,S,0.75
1120,4,S,0.5
1120,5,S,0.75
1121,1,S,0.25
1121,2,S,0.75
1121,3,S,1
1121,4,S,0.75
1121,5,S,0.25
1122,1,V,1
1122,2,V,1
1122,3,V,1
1122,4,V,1
1122,5,V,1
1123,1,NA,0.75
1123,2,NA,NA
1123,3,NA,NA
1123,4,NA,NA
1123,5,NA,NA
1124,1,RV,0.25
1124,2,RV,0.75
1124,3,RV,NA
1124,4,RV,NA
1124,5,RV,NA
1125,1,V,1
1125,2,V,1
1125,3,V,1
1125,4,V,0.75
1125,5,V,1
1126,1,NA,0.75
1126,2,NA,NA
1126,3,NA,NA
1126,4,NA,NA
1126,5,NA,NA
1127,1,SF,0.5
1127,2,SF,NA
1127,3,SF,0
1127,4,SF,0.25
1127,5,SF,0.25
1128,1,V,0.5
1128,2,V,NA
1128,3,V,NA
1128,4,V,NA
1128,5,V,NA
1129,1,NA,1
1129,2,NA,0.75
1129,3,NA,NA
1129,4,NA,1
1129,5,NA,0.25
1130,1,C,0.75
1130,2,C,0.75
1130,3,C,1
1130,4,C,0.75
1130,5,C,0.75
1131,1,S,1
1131,2,S,1
1131,3,S,0
1131,4,S,0.25
1131,5,S,0.75
1132,1,DF,1
1132,2,DF,1
1132,3,DF,1
1132,4,DF,1
1132,5,DF,1
1133,1,NA,0
1133,2,NA,0.25
1133,3,NA,NA
1133,4,NA,NA
1133,5,NA,NA
1134,1,SF,0
1134,2,SF,0
1134,3,SF,0
1134,4,SF,NA
1134,5,SF,NA
1135,1,SF,0
1135,2,SF,0
1135,3,SF,0
1135,4,SF,0
1135,5,SF,0
1136,1,S,0
1136,2,S,NA
1136,3,S,NA
1136,4,S,NA
1136,5,S,NA
1137,1,SF,0.25
1137,2,SF,0
1137,3,SF,0.25
1137,4,SF,0.25
1137,5,SF,0
1138,1,DF,0
1138,2,DF,0
1138,3,DF,0
1138,4,DF,0
1138,5,DF,NA
1139,1,V,0.75
1139,2,V,1
1139,3,V,0.75
1139,4,V,0.5
1139,5,V,1
1140,1,C,0.25
1140,2,C,NA
1140,3,C,NA
1140,4,C,0.5
1140,5,C,0.75
1141,1,S,0
1141,2,S,0
1141,3,S,0
1141,4,S,0
1141,5,S,0
1142,1,RV,0
1142,2,RV,0
1142,3,RV,0
1142,4,RV,0
1142,5,RV,0
1143,1,V,0
1143,2,V,0
1143,3,V,0.25
1143,4,V,0.25
1143,5,V,0.25
1144,1,NA,1
1144,2,NA,NA
1144,3,NA,0.5
1144,4,NA,1
1144,5,NA,1
1145,1,OE,0
1145,2,OE,0.25
1145,3,OE,0
1145,4,OE,0.25
1145,5,OE,0.25
1146,1,DF,0.5
1146,2,DF,NA
1146,3,DF,1
1146,4,DF,NA
1146,5,DF,NA
1147,1,DF,0.75
1147,2,DF,NA
1147,3,DF,NA
1147,4,DF,NA
1147,5,DF,NA
1148,1,S,0.25
1148,2,S,1
1148,3,S,0.25
1148,4,S,0
1148,5,S,0
1149,1,SF,0.25
1149,2,SF,NA
1149,3,SF,NA
1149,4,SF,NA
1149,5,SF,NA
1150,1,OE,0
1150,2,OE,0
1150,3,OE,0
1150,4,OE,0
1150,5,OE,0
1151,1,SF,0
1151,2,SF,0
1151,3,SF,0
1151,4,SF,0
1151,5,SF,0
1152,1,S,0
1152,2,S,0
1152,3,S,0
1152,4,S,0.5
1152,5,S,NA
1153,1,NA,NA
1153,2,NA,NA
1153,3,NA,NA
1153,4,NA,NA
1153,5,NA,NA
1154,1,NA,0
1154,2,NA,NA
1154,3,NA,NA
1154,4,NA,NA
1154,5,NA,NA
1155,1,V,0.75
1155,2,V,NA
1155,3,V,NA
1155,4,V,NA
1155,5,V,NA
1156,1,V,0.25
1156,2,V,NA
1156,3,V,NA
1156,4,V,NA
1156,5,V,NA
1157,1,S,0.25
1157,2,S,NA
1157,3,S,NA
1157,4,S,NA
1157,5,S,NA
1158,1,DF,0
1158,2,DF,0
1158,3,DF,NA
1158,4,DF,0
1158,5,DF,NA
1159,1,SF,0
1159,2,SF,0
1159,3,SF,NA
1159,4,SF,0.25
1159,5,SF,0.25
1160,1,S,0.25
1160,2,S,NA
1160,3,S,NA
1160,4,S,0.25
1160,5,S,NA
1161,1,DF,0
1161,2,DF,0
1161,3,DF,NA
1161,4,DF,NA
1161,5,DF,NA
1162,1,S,0
1162,2,S,0
1162,3,S,0
1162,4,S,0
1162,5,S,0
1163,1,NA,0
1163,2,NA,NA
1163,3,NA,NA
